text,sentiment,tokens
@samebutdiffrnt TSIT TSIT!! hahah i dont like it anymore ,0,"['@samebutdiffrnt', 'tsit', 'tsit', '!', '!', 'hahah', 'i', 'do', 'nt', 'like', 'it', 'anymore']"
Can't belive pete is in the same building as pete wentz ,1,"['ca', ""n't"", 'belive', 'pete', 'is', 'in', 'the', 'same', 'building', 'as', 'pete', 'wentz']"
thx for that @sweetdreamer  via http://bit.ly/Gp27q - 5 things that are holding you back in life (via @tesskisner) excellent post,1,"['thx', 'for', 'that', '@sweetdreamer', ' ', 'via', 'http://bit.ly/gp27q', '-', '5', 'things', 'that', 'are', 'holding', 'you', 'back', 'in', 'life', '(', 'via', '@tesskisner', ')', 'excellent', 'post']"
@ManthaAlexandra lol i know! and im good. im at morgan working and stuff. its like u left n neva came back ,0,"['@manthaalexandra', 'lol', 'i', 'know', '!', 'and', 'i', 'm', 'good', '.', 'i', 'm', 'at', 'morgan', 'working', 'and', 'stuff', '.', 'its', 'like', 'u', 'left', 'n', 'neva', 'came', 'back']"
@authorjjhebert I got it   you have a great night too!!,1,"['@authorjjhebert', 'i', 'got', 'it', '  ', 'you', 'have', 'a', 'great', 'night', 'too', '!', '!']"
hey ! me back !  What's going on in here ?,1,"['hey', '!', 'me', 'back', '!', ' ', 'what', ""'s"", 'going', 'on', 'in', 'here', '?']"
my shoulder is so painful ,0,"['my', 'shoulder', 'is', 'so', 'painful']"
Rip David carradine  someone finally killed bill.,0,"['rip', 'david', 'carradine', ' ', 'someone', 'finally', 'killed', 'bill', '.']"
"@jercx Apparently d window was left open &amp;a portion of d screen was torn alreD.&amp; ts raining,so I guess deyre moving out 2 higher grounds. ",0,"['@jercx', 'apparently', 'd', 'window', 'was', 'left', 'open', '&', 'amp;a', 'portion', 'of', 'd', 'screen', 'was', 'torn', 'alred.&amp', ';', 'ts', 'raining', ',', 'so', 'i', 'guess', 'deyre', 'moving', 'out', '2', 'higher', 'grounds', '.']"
"is studying for biology exam.....sooo much work,sooo little time!!!!! ",0,"['is', 'studying', 'for', 'biology', 'exam', '.....', 'sooo', 'much', 'work', ',', 'sooo', 'little', 'time', '!', '!', '!', '!', '!']"
@MarioSoulTruth ... ,1,"['@mariosoultruth', '...']"
I lost my favorite pen that i've been using since I started back @ school in '07 ,0,"['i', 'lost', 'my', 'favorite', 'pen', 'that', 'i', ""'ve"", 'been', 'using', 'since', 'i', 'started', 'back', '@', 'school', 'in', ""'"", '07']"
so to lose something close is often the best way of discovering what is most important ,1,"['so', 'to', 'lose', 'something', 'close', 'is', 'often', 'the', 'best', 'way', 'of', 'discovering', 'what', 'is', 'most', 'important']"
"breakfestt. Last day in London, going back to revising and stressing tomorrow ",0,"['breakfestt', '.', 'last', 'day', 'in', 'london', ',', 'going', 'back', 'to', 'revising', 'and', 'stressing', 'tomorrow']"
@darthrosenburg OMH.  I'm so sorry to hear that   ,0,"['@darthrosenburg', 'omh', '.', ' ', 'i', ""'m"", 'so', 'sorry', 'to', 'hear', 'that', '  ']"
@hinsonashley nothing about that sounds tasty.  ,1,"['@hinsonashley', 'nothing', 'about', 'that', 'sounds', 'tasty', '.', ' ']"
@orbitaldiamonds Very pretty! Do you slip off of them when you're sleeping? I've never slept on silksheets ,0,"['@orbitaldiamonds', 'very', 'pretty', '!', 'do', 'you', 'slip', 'off', 'of', 'them', 'when', 'you', ""'re"", 'sleeping', '?', 'i', ""'ve"", 'never', 'slept', 'on', 'silksheets']"
good night everyone     much love,1,"['good', 'night', 'everyone', '    ', 'much', 'love']"
@aloneonoutside nooo!  i hope it stops raining!,0,"['@aloneonoutside', 'nooo', '!', ' ', 'i', 'hope', 'it', 'stops', 'raining', '!']"
sittin in the car  twittering... hmm i cant see trends from twitterific.... what is everybody talking about???,1,"['sittin', 'in', 'the', 'car', ' ', 'twittering', '...', 'hmm', 'i', 'ca', 'nt', 'see', 'trends', 'from', 'twitterific', '....', 'what', 'is', 'everybody', 'talking', 'about', '?', '?', '?']"
Ugh! This Dallas drive is the worst! The fact that its 101 degrees @ 10am - doesn't help - neither does that taco I bought @ gas station ,0,"['ugh', '!', 'this', 'dallas', 'drive', 'is', 'the', 'worst', '!', 'the', 'fact', 'that', 'its', '101', 'degrees', '@', '10', 'am', '-', 'does', ""n't"", 'help', '-', 'neither', 'does', 'that', 'taco', 'i', 'bought', '@', 'gas', 'station']"
@kaylyningle when should it be? ,1,"['@kaylyningle', 'when', 'should', 'it', 'be', '?']"
@Nevidge20 nevvy  heys,1,"['@nevidge20', 'nevvy', ' ', 'heys']"
@thatdude356 someone hates me ,0,"['@thatdude356', 'someone', 'hates', 'me']"
is shattered that Justine is out ,0,"['is', 'shattered', 'that', 'justine', 'is', 'out']"
"@lalachristy Yessss, and nessa only got onee too, sorry ",0,"['@lalachristy', 'yessss', ',', 'and', 'nessa', 'only', 'got', 'onee', 'too', ',', 'sorry']"
I'm not a fan of TB tests. ,0,"['i', ""'m"", 'not', 'a', 'fan', 'of', 'tb', 'tests', '.']"
@ThisIsRoTV Thanks. It's actually been since Xmas Eve.  It's pretty depressing &amp; terrible. Haven't been able to go to work or anything.,0,"['@thisisrotv', 'thanks', '.', 'it', ""'s"", 'actually', 'been', 'since', 'xmas', 'eve', '.', ' ', 'it', ""'s"", 'pretty', 'depressing', '&', 'amp', ';', 'terrible', '.', 'have', ""n't"", 'been', 'able', 'to', 'go', 'to', 'work', 'or', 'anything', '.']"
alright. i submitt a review at 2:00 on the dot and it's considered late. awesome. ,1,"['alright', '.', 'i', 'submitt', 'a', 'review', 'at', '2:00', 'on', 'the', 'dot', 'and', 'it', ""'s"", 'considered', 'late', '.', 'awesome', '.']"
Aww i want...to watch transformers ,0,"['aww', 'i', 'want', '...', 'to', 'watch', 'transformers']"
"@caramichal thank you my love! i miss you like you can't imagine, i wish we could have a boxed wine/chix parm night together soon  haha &lt;3",0,"['@caramichal', 'thank', 'you', 'my', 'love', '!', 'i', 'miss', 'you', 'like', 'you', 'ca', ""n't"", 'imagine', ',', 'i', 'wish', 'we', 'could', 'have', 'a', 'boxed', 'wine', '/', 'chix', 'parm', 'night', 'together', 'soon', ' ', 'haha', '&', 'lt;3']"
@flamingokitty they'd like ellies or maybe pictures of the fave fhings of ellies? peanuts etc ,1,"['@flamingokitty', 'they', ""'d"", 'like', 'ellies', 'or', 'maybe', 'pictures', 'of', 'the', 'fave', 'fhings', 'of', 'ellies', '?', 'peanuts', 'etc']"
@jpet88 I ordered my iPhone 3GS but its on backorder at the att store so I won't get it til like monday ,0,"['@jpet88', 'i', 'ordered', 'my', 'iphone', '3gs', 'but', 'its', 'on', 'backorder', 'at', 'the', 'att', 'store', 'so', 'i', 'wo', ""n't"", 'get', 'it', 'til', 'like', 'monday']"
I am going to get dressed ,1,"['i', 'am', 'going', 'to', 'get', 'dressed']"
@Cyanidesyd Hey! We will be posting samples of our music in about 3-4 weeks. Very excited! ,1,"['@cyanidesyd', 'hey', '!', 'we', 'will', 'be', 'posting', 'samples', 'of', 'our', 'music', 'in', 'about', '3', '-', '4', 'weeks', '.', 'very', 'excited', '!']"
Two thumbs up   Wls Radio http://webfl.at/2s4g45,1,"['two', 'thumbs', 'up', '  ', 'wls', 'radio', 'http://webfl.at/2s4g45']"
@lilyroseallen This presenter is soooo laid back ,1,"['@lilyroseallen', 'this', 'presenter', 'is', 'soooo', 'laid', 'back']"
No more basketball   Guess baseball will have to do... ughh,0,"['no', 'more', 'basketball', '  ', 'guess', 'baseball', 'will', 'have', 'to', 'do', '...', 'ughh']"
Got a new puppy today and am halfway iffy cuz of my baby pup I lost ,0,"['got', 'a', 'new', 'puppy', 'today', 'and', 'am', 'halfway', 'iffy', 'cuz', 'of', 'my', 'baby', 'pup', 'i', 'lost']"
On our way to the river still dont kno which one ,0,"['on', 'our', 'way', 'to', 'the', 'river', 'still', 'do', 'nt', 'kno', 'which', 'one']"
"would like a glass of DIET COKE not Fanta, ughhhh no haz moarz ",0,"['would', 'like', 'a', 'glass', 'of', 'diet', 'coke', 'not', 'fanta', ',', 'ughhhh', 'no', 'haz', 'moarz']"
lmao i miss him  lol his name was jake :pp i think... ahha,0,"['lmao', 'i', 'miss', 'him', ' ', 'lol', 'his', 'name', 'was', 'jake', ':', 'pp', 'i', 'think', '...', 'ahha']"
@hermioneway @simon_campbell me (CTO) ,1,"['@hermioneway', '@simon_campbell', 'me', '(', 'cto', ')']"
"@GOGcom wtf, I just got this message it's gone already ",0,"['@gogcom', 'wtf', ',', 'i', 'just', 'got', 'this', 'message', 'it', ""'s"", 'gone', 'already']"
@rnish49 sorry - NEXT weeekend pleaseeeeeee ,1,"['@rnish49', 'sorry', '-', 'next', 'weeekend', 'pleaseeeeeee']"
@MaheshKukreja most welcome! ,1,"['@maheshkukreja', 'most', 'welcome', '!']"
I'm such a bad bunny mommy ,0,"['i', ""'m"", 'such', 'a', 'bad', 'bunny', 'mommy']"
Haha. Ice cream is better than Popsicles. ,1,"['haha', '.', 'ice', 'cream', 'is', 'better', 'than', 'popsicles', '.']"
making my sister's wedding invites ,1,"['making', 'my', 'sister', ""'s"", 'wedding', 'invites']"
drank a flat white from Flat White  http://bit.ly/11a6T2 and has been reminded that he hasn't been drinking good coffee regularly ,0,"['drank', 'a', 'flat', 'white', 'from', 'flat', 'white', ' ', 'http://bit.ly/11a6t2', 'and', 'has', 'been', 'reminded', 'that', 'he', 'has', ""n't"", 'been', 'drinking', 'good', 'coffee', 'regularly']"
Aw...Rest in Peace Farrah Fawcett ,0,"['aw', '...', 'rest', 'in', 'peace', 'farrah', 'fawcett']"
@ScottieWithers yes she should have ,1,"['@scottiewithers', 'yes', 'she', 'should', 'have']"
is making vegetable soup for lunch through the week - trying to be healthy! ,1,"['is', 'making', 'vegetable', 'soup', 'for', 'lunch', 'through', 'the', 'week', '-', 'trying', 'to', 'be', 'healthy', '!']"
Morning Tweets....G2 all day today sick as a puppy ,0,"['morning', 'tweets', '....', 'g2', 'all', 'day', 'today', 'sick', 'as', 'a', 'puppy']"
Looks like it's gonna be a hot day today  good jobs our awesome swimming pool went up yesterday! its half full ready to cool me down! ,1,"['looks', 'like', 'it', ""'s"", 'gon', 'na', 'be', 'a', 'hot', 'day', 'today', ' ', 'good', 'jobs', 'our', 'awesome', 'swimming', 'pool', 'went', 'up', 'yesterday', '!', 'its', 'half', 'full', 'ready', 'to', 'cool', 'me', 'down', '!']"
"Right, better get dressed.Tweeting loads and no new followers. Follower me if you feel bad for me ",0,"['right', ',', 'better', 'get', 'dressed.tweeting', 'loads', 'and', 'no', 'new', 'followers', '.', 'follower', 'me', 'if', 'you', 'feel', 'bad', 'for', 'me']"
@Tooory I guessed as much ,0,"['@tooory', 'i', 'guessed', 'as', 'much']"
just finished a few corrections for @LesliePVD's site. one step closer to getting it live very soon! ,1,"['just', 'finished', 'a', 'few', 'corrections', 'for', '@lesliepvd', ""'s"", 'site', '.', 'one', 'step', 'closer', 'to', 'getting', 'it', 'live', 'very', 'soon', '!']"
found a marmoset! ,1,"['found', 'a', 'marmoset', '!']"
@CasanovaJSandy fuckers!!  noooooooo -stabs twitter- but... :'(,0,"['@casanovajsandy', 'fuckers', '!', '!', ' ', 'noooooooo', '-stabs', 'twitter-', 'but', '...', "":'(""]"
@FrazerRuddick Oooh I forgot you were at work today!   Sorry I didn't pick up when you called...I was in the middle of lunch,0,"['@frazerruddick', 'oooh', 'i', 'forgot', 'you', 'were', 'at', 'work', 'today', '!', '  ', 'sorry', 'i', 'did', ""n't"", 'pick', 'up', 'when', 'you', 'called', '...', 'i', 'was', 'in', 'the', 'middle', 'of', 'lunch']"
no money on my mother's credit card = no WoW ,0,"['no', 'money', 'on', 'my', 'mother', ""'s"", 'credit', 'card', '=', 'no', 'wow']"
@FacesofDisco I just wanted to say that you guys were robbed! Can I hire you for my birthday on Sat??  xxxxx,1,"['@facesofdisco', 'i', 'just', 'wanted', 'to', 'say', 'that', 'you', 'guys', 'were', 'robbed', '!', 'can', 'i', 'hire', 'you', 'for', 'my', 'birthday', 'on', 'sat', '?', '?', ' ', 'xxxxx']"
@quiet_thoughts ,1,['@quiet_thoughts']
New Rancid CD...not sure if I can say I love it ,0,"['new', 'rancid', 'cd', '...', 'not', 'sure', 'if', 'i', 'can', 'say', 'i', 'love', 'it']"
@willcarling Pickle in a toasted sandwich? Are you sure? That's like inviting Chernobyl into your mouth ,0,"['@willcarling', 'pickle', 'in', 'a', 'toasted', 'sandwich', '?', 'are', 'you', 'sure', '?', 'that', ""'s"", 'like', 'inviting', 'chernobyl', 'into', 'your', 'mouth']"
Headin to umpire.missing dinner with the old friends from 07 though  .kk.,0,"['headin', 'to', 'umpire.missing', 'dinner', 'with', 'the', 'old', 'friends', 'from', '07', 'though', ' ', '.kk', '.']"
Emergency trip to vet last night - cat now ok but still hobbling about.. Poor thing ,0,"['emergency', 'trip', 'to', 'vet', 'last', 'night', '-', 'cat', 'now', 'ok', 'but', 'still', 'hobbling', 'about', '..', 'poor', 'thing']"
@conkinho sounds like the perfect Sunday ,1,"['@conkinho', 'sounds', 'like', 'the', 'perfect', 'sunday']"
@jaaquino I do think Nick was into pokemon. Nobody trades baseball cards anymore. ,0,"['@jaaquino', 'i', 'do', 'think', 'nick', 'was', 'into', 'pokemon', '.', 'nobody', 'trades', 'baseball', 'cards', 'anymore', '.']"
Juve 1-1... Cmon lets take second while we have the chance ,0,"['juve', '1', '-', '1', '...', 'cmon', 'lets', 'take', 'second', 'while', 'we', 'have', 'the', 'chance']"
night at the museum batte of the smithsonian...SO GOOOOOOOOD! ,1,"['night', 'at', 'the', 'museum', 'batte', 'of', 'the', 'smithsonian', '...', 'so', 'gooooooood', '!']"
@laRYANNN foreal youre in sac? i was suppose to go there on saturday to go clubbing. but i didn't really know anyone. so i didn't ,0,"['@laryannn', 'foreal', 'you', 're', 'in', 'sac', '?', 'i', 'was', 'suppose', 'to', 'go', 'there', 'on', 'saturday', 'to', 'go', 'clubbing', '.', 'but', 'i', 'did', ""n't"", 'really', 'know', 'anyone', '.', 'so', 'i', 'did', ""n't""]"
i love twitter but sometimes i hate it. ,0,"['i', 'love', 'twitter', 'but', 'sometimes', 'i', 'hate', 'it', '.']"
"even though i was just saw you like 10 hours ago, i miss you sooooo much already.        uh oh. the aftermath of the concert begins. :[",0,"['even', 'though', 'i', 'was', 'just', 'saw', 'you', 'like', '10', 'hours', 'ago', ',', 'i', 'miss', 'you', 'sooooo', 'much', 'already', '.', '       ', 'uh', 'oh', '.', 'the', 'aftermath', 'of', 'the', 'concert', 'begins', '.', ':', '[']"
just twittering.. ,1,"['just', 'twittering', '..']"
@bryangels719 you got a twitter!!! lol. Now you're really with the generation!!! can't wait for a new book to come out ,1,"['@bryangels719', 'you', 'got', 'a', 'twitter', '!', '!', '!', 'lol', '.', 'now', 'you', ""'re"", 'really', 'with', 'the', 'generation', '!', '!', '!', 'ca', ""n't"", 'wait', 'for', 'a', 'new', 'book', 'to', 'come', 'out']"
Sunshine! Think I'm going to do more yard work! ,1,"['sunshine', '!', 'think', 'i', ""'m"", 'going', 'to', 'do', 'more', 'yard', 'work', '!']"
boom boom - fire power ,1,"['boom', 'boom', '-', 'fire', 'power']"
@baknitter haha IE...it's expensive!!!! Hm...let me message you later ,1,"['@baknitter', 'haha', 'ie', '...', 'it', ""'s"", 'expensive', '!', '!', '!', '!', 'hm', '...', 'let', 'me', 'message', 'you', 'later']"
"@xoxoelenaxoxo took ur facebook quiz, got 87% ",1,"['@xoxoelenaxoxo', 'took', 'ur', 'facebook', 'quiz', ',', 'got', '87', '%']"
"Here is my personal twitter page, in case anyone wants to follow me over there.  @jaimemcknight",1,"['here', 'is', 'my', 'personal', 'twitter', 'page', ',', 'in', 'case', 'anyone', 'wants', 'to', 'follow', 'me', 'over', 'there', '.', ' ', '@jaimemcknight']"
Had a nice run  Now for Optometrist :/,1,"['had', 'a', 'nice', 'run', ' ', 'now', 'for', 'optometrist', ':/']"
@rlbates You are an inspiration. Maybe I will go out in the rain as well. ,1,"['@rlbates', 'you', 'are', 'an', 'inspiration', '.', 'maybe', 'i', 'will', 'go', 'out', 'in', 'the', 'rain', 'as', 'well', '.']"
"http://bit.ly/m3l7z  TRY dis tell me ur reaction,thanks ",1,"['http://bit.ly/m3l7z', ' ', 'try', 'dis', 'tell', 'me', 'ur', 'reaction', ',', 'thanks']"
has really cold feets ,0,"['has', 'really', 'cold', 'feets']"
"@lapearce i know, but a clients needs it. there are services out there that sell email address, but i dont have their info anymore ",0,"['@lapearce', 'i', 'know', ',', 'but', 'a', 'clients', 'needs', 'it', '.', 'there', 'are', 'services', 'out', 'there', 'that', 'sell', 'email', 'address', ',', 'but', 'i', 'do', 'nt', 'have', 'their', 'info', 'anymore']"
@steph823 I must also admit it is an addiction of mine ,1,"['@steph823', 'i', 'must', 'also', 'admit', 'it', 'is', 'an', 'addiction', 'of', 'mine']"
@brookeshared Hi! I'm a girl from Norway who watched your videos on youtube and that's why I follow you here  you're a great dancer!,1,"['@brookeshared', 'hi', '!', 'i', ""'m"", 'a', 'girl', 'from', 'norway', 'who', 'watched', 'your', 'videos', 'on', 'youtube', 'and', 'that', ""'s"", 'why', 'i', 'follow', 'you', 'here', ' ', 'you', ""'re"", 'a', 'great', 'dancer', '!']"
I don't even know anymore ,0,"['i', 'do', ""n't"", 'even', 'know', 'anymore']"
"@STHUDGENS  I'm so sorry for you. I don't know, how people could be so cruel.  'Can't believe that some guys are so.. *peep* ;)",0,"['@sthudgens', ' ', 'i', ""'m"", 'so', 'sorry', 'for', 'you', '.', 'i', 'do', ""n't"", 'know', ',', 'how', 'people', 'could', 'be', 'so', 'cruel', '.', ' ', ""'"", 'ca', ""n't"", 'believe', 'that', 'some', 'guys', 'are', 'so', '..', '*', 'peep', '*', ';)']"
@travispeltz And a snip at 11 grand. Ouch  #photog #togs #nature #twittographers,1,"['@travispeltz', 'and', 'a', 'snip', 'at', '11', 'grand', '.', 'ouch', ' ', '#', 'photog', '#', 'togs', '#', 'nature', '#', 'twittographers']"
@FreeRangeKids just saw  UP last night. the little boy Russell was so great - talk about a free range kid! too bad he's not real ,0,"['@freerangekids', 'just', 'saw', ' ', 'up', 'last', 'night', '.', 'the', 'little', 'boy', 'russell', 'was', 'so', 'great', '-', 'talk', 'about', 'a', 'free', 'range', 'kid', '!', 'too', 'bad', 'he', ""'s"", 'not', 'real']"
had one of the greatest days ever! spent the whole day with besties &amp; celebrated installs with the friends i love oh so much  &lt;3,1,"['had', 'one', 'of', 'the', 'greatest', 'days', 'ever', '!', 'spent', 'the', 'whole', 'day', 'with', 'besties', '&', 'amp', ';', 'celebrated', 'installs', 'with', 'the', 'friends', 'i', 'love', 'oh', 'so', 'much', ' ', '&', 'lt;3']"
@ToddBrink I love that show!!  Who knew you could live in a pod when you went to prison?  ,1,"['@toddbrink', 'i', 'love', 'that', 'show', '!', '!', ' ', 'who', 'knew', 'you', 'could', 'live', 'in', 'a', 'pod', 'when', 'you', 'went', 'to', 'prison', '?', ' ']"
"@SevenMagazine OMG, a lot of that is just very, very wrong ",1,"['@sevenmagazine', 'omg', ',', 'a', 'lot', 'of', 'that', 'is', 'just', 'very', ',', 'very', 'wrong']"
@Trish_7 what's in Cali?  and I never do the D,1,"['@trish_7', 'what', ""'s"", 'in', 'cali', '?', ' ', 'and', 'i', 'never', 'do', 'the', 'd']"
@devonm89 i'm jealous you went to the rocks without me ,0,"['@devonm89', 'i', ""'m"", 'jealous', 'you', 'went', 'to', 'the', 'rocks', 'without', 'me']"
@labellagorda @snehamathew even we know now ,1,"['@labellagorda', '@snehamathew', 'even', 'we', 'know', 'now']"
